shipment_id,order_line_key,shipment_date,Customer_Key,Plant_Key,Material_Key,Delivery_Qty,Ship_Method,Carrier,Tracking_Number
6375,6591,2024-12-15,4872,6,7245,113,LTL,DB Schenker,TRK5132489540
6376,6592,2025-04-10,19964,6,5801,237,Parcel,UPS,TRK2623586632
6377,6592,2025-04-12,19964,6,5801,260,FTL,UPS,TRK1780356709
6378,6593,2024-09-24,5688,16,6867,10,Parcel,XPO,TRK3881294473
6379,6594,2026-10-08,3124,26,9335,300,Air,XPO,TRK8886134930
6380,6595,2026-06-06,5381,4,4503,366,LTL,Maersk,TRK3127600085
6381,6596,2024-10-23,25841,26,9095,421,Parcel,Maersk,TRK6522509697
6382,6597,2025-04-18,27943,30,7051,30,Parcel,UPS,TRK7944443981
6383,6597,2025-04-20,27943,30,7051,361,FTL,UPS,TRK6754029256
6384,6598,2024-10-02,15786,35,3456,311,FTL,DHL,TRK6603024306
6385,6599,2026-10-14,1690,30,3184,589,Air,FedEx,TRK8856926415
6386,6600,2025-12-23,36421,21,5842,178,Air,DHL,TRK4352464101
6387,6600,2025-12-25,36421,21,5842,391,Air,DB Schenker,TRK2319763976
6388,6601,2024-09-20,49634,14,290,121,LTL,DB Schenker,TRK6289704295
6389,6602,2026-03-06,7293,17,9303,578,Parcel,XPO,TRK1944040331
6390,6603,2025-07-15,19723,7,4379,226,FTL,FedEx,TRK5485761807
6391,6605,2026-05-27,10249,7,7990,558,Air,XPO,TRK8314903171
6392,6606,2026-10-16,21774,20,8793,58,LTL,UPS,TRK2827987313
6393,6606,2026-10-18,21774,20,8793,380,Air,UPS,TRK9024655562
6394,6607,2025-07-29,15282,29,1193,482,Air,XPO,TRK7547028265
6395,6608,2026-10-02,1471,26,9905,233,FTL,UPS,TRK4446069037
6396,6609,2026-03-13,19272,22,735,675,LTL,XPO,TRK1054889032
6397,6610,2026-02-14,3292,24,9632,147,FTL,FedEx,TRK5606033486
6398,6611,2025-02-04,7990,30,4643,457,Air,DB Schenker,TRK7402922510
6399,6611,2025-02-06,7990,30,4643,238,Parcel,UPS,TRK5237100198
6400,6612,2026-01-11,26074,10,7155,96,LTL,FedEx,TRK4967362230
6401,6614,2026-06-25,5417,11,8540,606,Air,DB Schenker,TRK4821733429
6402,6616,2026-07-16,8462,21,2581,389,FTL,FedEx,TRK7031906539
6403,6617,2025-03-17,45823,4,3789,403,Air,DHL,TRK3351043308
6404,6618,2025-05-19,43532,5,2645,26,Parcel,XPO,TRK4540015539
6405,6618,2025-05-21,43532,5,2645,613,Air,XPO,TRK7383298356
6406,6619,2026-10-23,35983,7,952,303,Air,DHL,TRK3179421484
6407,6621,2027-01-18,8306,6,7148,263,Parcel,DB Schenker,TRK5312298205
6408,6622,2026-03-12,47533,9,7164,293,Air,XPO,TRK7597347681
6409,6623,2025-05-31,17286,27,9783,582,Air,Maersk,TRK1231723647
6410,6624,2025-06-27,46536,23,2223,297,FTL,DHL,TRK1198047691
6411,6625,2026-09-13,42560,30,5781,378,Air,UPS,TRK5144865702
6412,6626,2025-12-20,7715,31,1048,199,FTL,FedEx,TRK4129238328
6413,6626,2025-12-22,7715,31,1048,543,Parcel,DB Schenker,TRK9873532281
6414,6627,2025-10-04,6225,11,7357,264,Air,UPS,TRK6271358276
6415,6628,2026-08-27,8807,11,9108,539,LTL,Maersk,TRK1277881655
6416,6629,2026-07-27,3793,20,9680,6,Air,Maersk,TRK5600235713
6417,6629,2026-07-29,3793,20,9680,452,Parcel,FedEx,TRK5847347236
6418,6630,2026-03-15,39098,6,558,255,Air,Maersk,TRK7005460541
6419,6631,2025-09-02,15759,13,2476,56,Parcel,DHL,TRK4425448606
6420,6631,2025-09-04,15759,13,2476,462,Parcel,DHL,TRK4614568974
6421,6632,2025-04-20,37810,27,8513,398,LTL,DB Schenker,TRK6914903676
6422,6633,2025-02-15,1806,25,7871,502,Parcel,DB Schenker,TRK8285548377
6423,6634,2025-04-20,1977,32,7090,433,FTL,XPO,TRK7755966510
6424,6635,2025-04-05,6755,32,4103,506,Air,DB Schenker,TRK2131551842
6425,6636,2026-05-18,28476,1,3800,504,FTL,UPS,TRK7796811357
6426,6637,2025-01-18,32955,10,4149,204,FTL,UPS,TRK4673093481
6427,6641,2026-10-08,2858,28,5162,160,Air,DHL,TRK4022389561
6428,6643,2025-07-22,9516,20,8810,144,Parcel,XPO,TRK2384302759
6429,6644,2026-06-09,5840,17,5346,57,FTL,Maersk,TRK5387455900
6430,6645,2024-09-16,9075,27,9496,220,LTL,Maersk,TRK7397819507
6431,6646,2025-09-22,24662,22,7721,27,Parcel,DB Schenker,TRK7233727894
6432,6648,2026-05-05,14903,19,7670,60,Parcel,DB Schenker,TRK5335524126
6433,6648,2026-05-07,14903,19,7670,630,FTL,DB Schenker,TRK1444672512
6434,6649,2025-11-24,17807,2,4047,345,FTL,XPO,TRK4225802012
6435,6650,2024-11-24,30303,20,9098,566,Parcel,FedEx,TRK8334430351
6436,6651,2025-12-08,2468,6,4177,79,Parcel,FedEx,TRK3927817112
6437,6653,2026-05-12,7267,9,4974,426,LTL,UPS,TRK2281761477
6438,6654,2025-08-30,309,33,1777,204,LTL,XPO,TRK6556881177
6439,6654,2025-09-01,309,33,1777,458,LTL,DHL,TRK5639421358
6440,6656,2025-06-25,9888,24,965,557,Parcel,Maersk,TRK9834163369
6441,6657,2026-04-06,9227,20,9042,674,Parcel,Maersk,TRK6089699574
6442,6658,2025-10-07,7003,1,4552,432,Air,XPO,TRK3391709108
6443,6659,2025-12-28,3984,4,5682,377,Parcel,XPO,TRK2458828744
6444,6660,2026-03-11,44022,27,59,549,FTL,XPO,TRK2990556133
6445,6661,2026-06-17,12626,25,6550,122,FTL,Maersk,TRK4079348129
6446,6662,2025-04-12,29263,15,7284,323,LTL,Maersk,TRK3971486476
6447,6663,2025-12-11,702,16,6317,65,Parcel,UPS,TRK2275433944
6448,6663,2025-12-13,702,16,6317,536,LTL,DB Schenker,TRK9966380748
6449,6664,2026-04-12,7342,30,544,111,Parcel,DHL,TRK8990908523
6450,6664,2026-04-14,7342,30,544,311,FTL,UPS,TRK6482156257
6451,6665,2026-06-24,19532,30,9508,192,FTL,FedEx,TRK3993481232
6452,6665,2026-06-26,19532,30,9508,473,Air,FedEx,TRK6567396453
6453,6666,2025-10-16,4490,11,5729,400,Air,XPO,TRK5623432026
6454,6668,2025-07-06,1672,19,4459,169,Parcel,XPO,TRK3292622228
6455,6668,2025-07-08,1672,19,4459,511,LTL,Maersk,TRK3204633632
6456,6671,2025-12-05,37427,32,2188,116,Air,DHL,TRK2121079349
6457,6671,2025-12-07,37427,32,2188,435,Parcel,XPO,TRK4748875692
6458,6672,2025-09-01,38925,20,9848,537,FTL,FedEx,TRK3377286789
6459,6673,2025-06-13,1257,17,6100,175,Air,DB Schenker,TRK8815485273
6460,6674,2026-09-23,3632,9,3285,171,Air,FedEx,TRK6645352853
6461,6675,2025-02-19,32388,10,6794,125,FTL,UPS,TRK3574565935
6462,6675,2025-02-21,32388,10,6794,59,Air,UPS,TRK1219875352
6463,6676,2026-09-10,227,18,3860,277,LTL,XPO,TRK3405084308
6464,6677,2025-07-03,15389,23,9548,662,Air,Maersk,TRK9556656005
6465,6678,2024-10-30,28652,16,641,103,FTL,Maersk,TRK4544225990
6466,6679,2025-02-08,1776,2,1169,168,LTL,FedEx,TRK9873518512
6467,6680,2025-02-10,29697,8,6869,589,LTL,XPO,TRK9668647031
6468,6682,2025-11-30,16554,22,7706,475,LTL,FedEx,TRK2691748542
6469,6683,2026-08-04,48206,33,9440,255,LTL,Maersk,TRK6931887037
6470,6683,2026-08-06,48206,33,9440,289,FTL,DHL,TRK7483809327
6471,6684,2025-05-05,26688,13,143,575,FTL,Maersk,TRK8408033331
6472,6686,2026-09-26,21090,6,7841,661,LTL,DHL,TRK9464212382
6473,6687,2024-09-09,4817,9,609,229,FTL,XPO,TRK5044841179
6474,6688,2026-09-12,32482,35,2196,2,Parcel,DB Schenker,TRK1028358427
6475,6689,2024-10-05,8693,27,2678,52,LTL,DHL,TRK7491493920
6476,6690,2024-11-19,720,13,4368,470,LTL,Maersk,TRK8843702488
6477,6692,2025-02-09,39817,9,6862,565,Parcel,XPO,TRK5871027366
6478,6693,2025-01-26,12864,18,1796,666,Air,UPS,TRK3165508869
6479,6694,2025-08-27,8444,21,6456,113,Air,XPO,TRK3700254669
6480,6695,2026-03-01,4979,8,6352,416,LTL,DHL,TRK8675458287
6481,6695,2026-03-03,4979,8,6352,366,LTL,Maersk,TRK2544625223
6482,6696,2026-07-09,20752,6,6566,598,FTL,XPO,TRK2894907602
6483,6697,2026-09-04,44762,24,1917,223,FTL,Maersk,TRK7574678032
6484,6698,2027-02-09,16805,25,7812,185,LTL,XPO,TRK1342093308
6485,6699,2026-01-16,13447,11,5867,624,Air,XPO,TRK2638902567
6486,6700,2025-09-24,6619,14,8763,212,Air,Maersk,TRK8004508785
6487,6700,2025-09-26,6619,14,8763,309,Air,Maersk,TRK9509503955
6488,6701,2026-06-09,17774,8,2955,599,FTL,DB Schenker,TRK7985909697
6489,6705,2024-11-02,8342,23,1601,141,FTL,FedEx,TRK7551479478
6490,6705,2024-11-04,8342,23,1601,76,Air,Maersk,TRK1527453320
6491,6706,2025-08-04,47082,32,6628,142,FTL,UPS,TRK9808160049
6492,6706,2025-08-06,47082,32,6628,238,LTL,FedEx,TRK4389148985
6493,6708,2025-10-25,6553,31,8834,141,LTL,UPS,TRK3104033588
6494,6709,2025-07-15,8010,1,7846,28,Air,Maersk,TRK4010067738
6495,6709,2025-07-17,8010,1,7846,335,Air,Maersk,TRK2032313340
6496,6710,2025-11-04,8150,4,7804,44,FTL,Maersk,TRK1577470965
6497,6710,2025-11-06,8150,4,7804,671,LTL,XPO,TRK4767082993
6498,6712,2026-04-05,23975,33,5829,336,Air,XPO,TRK9914341527
6499,6713,2025-07-13,15410,13,2168,22,LTL,UPS,TRK2265709887
6500,6714,2026-12-13,11659,5,8903,395,Air,FedEx,TRK4490237547
6501,6715,2026-03-21,4329,31,6616,63,LTL,FedEx,TRK7068428179
6502,6715,2026-03-23,4329,31,6616,181,LTL,DHL,TRK7362730349
6503,6716,2027-02-02,441,2,8467,112,LTL,DHL,TRK9843360290
6504,6717,2024-11-27,6664,20,4303,347,FTL,DHL,TRK6430327838
6505,6718,2026-04-12,1372,10,7394,138,Air,DB Schenker,TRK1248704186
6506,6718,2026-04-14,1372,10,7394,517,Air,XPO,TRK4730488608
6507,6719,2027-02-18,11121,18,7644,127,Parcel,FedEx,TRK6897461331
6508,6720,2025-01-04,43923,1,4546,376,Air,DHL,TRK8916573452
6509,6721,2026-04-29,46864,26,6735,504,Parcel,FedEx,TRK5130189302
6510,6723,2026-09-24,31158,2,7513,546,LTL,XPO,TRK8660735568
6511,6724,2026-06-02,45309,28,6344,635,Air,DHL,TRK4512004874
6512,6725,2025-08-31,5382,15,6452,620,Parcel,DB Schenker,TRK8635475870
6513,6726,2026-07-16,29272,12,7346,29,FTL,XPO,TRK6246057666
6514,6727,2024-10-30,49346,2,467,5,LTL,XPO,TRK1965773702
6515,6728,2026-04-29,46485,5,7575,75,Air,DB Schenker,TRK8980753766
6516,6728,2026-05-01,46485,5,7575,570,Parcel,FedEx,TRK3281265189
6517,6729,2026-08-28,14761,17,3481,240,Air,FedEx,TRK6398039794
6518,6730,2025-04-19,1491,14,7402,268,LTL,DB Schenker,TRK4794254641
6519,6731,2026-11-16,18700,15,9968,160,FTL,FedEx,TRK5884817017
6520,6732,2026-11-16,16534,35,3874,1,Parcel,DB Schenker,TRK8455985838
6521,6733,2025-08-31,47490,4,4485,141,LTL,DHL,TRK9611610655
6522,6734,2025-07-16,34750,30,9331,20,Parcel,DHL,TRK9473734183
6523,6734,2025-07-18,34750,30,9331,517,LTL,XPO,TRK2238798527
6524,6735,2024-12-20,4510,9,7340,272,LTL,DB Schenker,TRK9279046744
6525,6736,2025-09-05,7423,16,958,450,Air,Maersk,TRK7996284139
6526,6737,2025-08-11,13946,11,2575,205,LTL,XPO,TRK2950819259
6527,6738,2025-05-01,8971,34,8035,613,Air,Maersk,TRK3801183471
6528,6739,2025-06-08,27576,2,3180,162,Air,DHL,TRK5415896120
6529,6740,2024-09-26,3815,9,5779,78,Air,XPO,TRK6416575616
6530,6741,2024-10-21,16165,20,5371,96,FTL,XPO,TRK9366360959
6531,6742,2025-03-28,1777,12,392,204,Parcel,DHL,TRK3766231776
6532,6744,2025-03-29,176,30,7445,33,LTL,DB Schenker,TRK6090169901
6533,6745,2026-03-29,9422,17,9523,98,LTL,FedEx,TRK9694365578
6534,6746,2026-09-28,30926,1,8362,340,Air,XPO,TRK3336849388
6535,6747,2025-05-30,42021,31,7275,109,LTL,DB Schenker,TRK6242462735
6536,6747,2025-06-01,42021,31,7275,88,LTL,DHL,TRK6170472262
6537,6748,2025-09-07,3470,33,4396,9,Air,FedEx,TRK6073118097
6538,6748,2025-09-09,3470,33,4396,520,Air,DB Schenker,TRK5538957304
6539,6749,2026-11-02,20156,21,8704,199,LTL,Maersk,TRK2771886919
6540,6750,2024-08-28,47808,12,3539,42,Parcel,XPO,TRK2355213990
6541,6750,2024-08-30,47808,12,3539,216,Air,Maersk,TRK9977049541
6542,6751,2025-06-07,44022,2,9135,135,FTL,FedEx,TRK7809859911
6543,6751,2025-06-09,44022,2,9135,130,LTL,UPS,TRK2182007932
6544,6752,2026-10-01,4490,6,6040,466,Parcel,XPO,TRK6781783189
6545,6754,2026-06-08,19917,27,2782,9,Parcel,XPO,TRK2884898447
6546,6754,2026-06-10,19917,27,2782,471,Parcel,DB Schenker,TRK3603036803
6547,6755,2026-05-18,2026,19,7540,102,Parcel,UPS,TRK9309007305
6548,6756,2024-12-28,6837,30,7413,607,Parcel,XPO,TRK4135625193
6549,6757,2027-01-24,23106,35,9905,508,Air,DHL,TRK9393683765
6550,6759,2025-07-08,9884,1,3229,176,Parcel,FedEx,TRK9372333540
6551,6760,2025-08-20,9406,22,1812,80,FTL,DB Schenker,TRK2281626877
6552,6761,2026-10-13,7478,28,4941,430,Parcel,FedEx,TRK8753546410
6553,6762,2026-04-17,7511,21,3359,609,FTL,FedEx,TRK4830628967
6554,6766,2027-01-29,49761,2,5085,307,FTL,UPS,TRK6264134622
6555,6767,2024-12-06,6351,21,9698,398,LTL,DB Schenker,TRK4792687284
6556,6767,2024-12-08,6351,21,9698,180,FTL,DHL,TRK9027071060
6557,6768,2026-10-30,17023,13,7545,284,FTL,FedEx,TRK2829916626
6558,6769,2025-02-13,37079,20,7115,529,FTL,FedEx,TRK4233597197
6559,6771,2026-04-03,4309,18,4294,163,Air,Maersk,TRK1825982864
6560,6772,2026-09-18,211,10,671,171,Parcel,Maersk,TRK2305335952
6561,6773,2026-02-14,7894,19,8353,162,FTL,XPO,TRK9748450406
6562,6773,2026-02-16,7894,19,8353,138,FTL,DB Schenker,TRK4878652872
6563,6774,2025-12-09,27,16,7638,302,Air,Maersk,TRK4501488789
6564,6774,2025-12-11,27,16,7638,213,Air,XPO,TRK1725855754
6565,6776,2026-07-26,9862,28,5794,38,Parcel,DHL,TRK5907784501
6566,6777,2025-06-23,13869,34,9866,98,Air,Maersk,TRK8374303561
6567,6778,2024-08-21,7346,15,1676,346,Parcel,DB Schenker,TRK9109596346
6568,6779,2025-05-17,33871,27,930,115,FTL,UPS,TRK4445954054
6569,6779,2025-05-19,33871,27,930,116,Air,FedEx,TRK3129053825
6570,6782,2026-08-03,1654,2,7698,349,FTL,XPO,TRK4797466312
6571,6783,2024-10-24,35020,11,3769,56,LTL,XPO,TRK3425147973
6572,6784,2026-11-24,36282,24,1617,478,Parcel,DB Schenker,TRK3214456171
6573,6785,2026-09-24,19352,30,3286,641,Parcel,XPO,TRK1494360490
6574,6787,2025-07-31,5687,17,5292,146,LTL,UPS,TRK8704757913
6575,6787,2025-08-02,5687,17,5292,301,LTL,DHL,TRK3470587177
6576,6788,2026-07-17,46767,13,1943,523,Parcel,DB Schenker,TRK1594317401
6577,6789,2025-01-01,43551,24,8972,220,LTL,Maersk,TRK5435509432
6578,6790,2025-02-19,14620,27,723,152,Parcel,Maersk,TRK2938311087
6579,6790,2025-02-21,14620,27,723,427,Air,FedEx,TRK3119022540
6580,6791,2025-01-03,13959,31,871,483,FTL,FedEx,TRK4772303055
6581,6792,2026-09-01,2319,10,6377,5,FTL,XPO,TRK7691184074
6582,6793,2024-11-14,6170,3,4382,317,LTL,UPS,TRK6542016125
6583,6794,2024-11-17,23474,17,1144,629,Air,DHL,TRK9489196755
6584,6795,2026-11-13,38104,7,9866,143,Parcel,DHL,TRK4775666213
6585,6795,2026-11-15,38104,7,9866,70,Parcel,DHL,TRK3440047274
6586,6796,2025-09-23,23110,31,9649,470,Parcel,DB Schenker,TRK7832225987
6587,6797,2026-05-20,42441,24,835,120,Parcel,FedEx,TRK7943635825
6588,6797,2026-05-22,42441,24,835,613,Parcel,DB Schenker,TRK5625000541
6589,6798,2026-12-31,4814,7,2228,84,Parcel,FedEx,TRK6553273358
6590,6799,2025-08-31,8677,4,2912,50,Parcel,UPS,TRK9834294511
6591,6800,2027-02-09,21554,34,6929,436,FTL,DHL,TRK7552220012
6592,6801,2026-12-15,6657,2,851,481,Air,FedEx,TRK8730601516
6593,6802,2025-04-30,35641,14,5971,531,Air,Maersk,TRK4591455778
6594,6803,2027-02-04,44956,15,847,348,Parcel,UPS,TRK4006555591
6595,6804,2027-01-01,26358,15,4102,174,Air,Maersk,TRK5486191275
6596,6805,2026-07-02,4198,22,2194,53,FTL,Maersk,TRK9585024860
6597,6806,2026-12-11,37010,15,7514,300,LTL,Maersk,TRK4271677254
6598,6807,2026-01-14,3785,8,3135,292,LTL,FedEx,TRK5378925672
6599,6810,2025-07-02,1007,24,4064,633,Air,Maersk,TRK4255089122
6600,6811,2026-03-28,1328,28,6612,586,Parcel,UPS,TRK8926786142
6601,6812,2025-06-17,30467,26,9539,389,Air,DB Schenker,TRK1826403823
6602,6813,2025-07-15,9835,28,9944,210,LTL,DB Schenker,TRK9119758195
6603,6813,2025-07-17,9835,28,9944,170,FTL,DB Schenker,TRK2628433458
6604,6814,2024-11-01,11551,29,7409,252,Air,DHL,TRK7827220358
6605,6814,2024-11-03,11551,29,7409,223,Parcel,UPS,TRK4993284380
6606,6815,2026-09-25,1164,20,6047,589,Parcel,Maersk,TRK4849307109
6607,6816,2026-05-19,43526,8,4004,4,FTL,Maersk,TRK9883123164
6608,6817,2027-01-29,5947,1,4481,183,Parcel,UPS,TRK2361262531
6609,6818,2024-11-16,4010,4,8347,202,LTL,XPO,TRK7320959885
6610,6819,2026-07-13,869,24,601,24,Parcel,XPO,TRK5443717202
6611,6819,2026-07-15,869,24,601,96,FTL,Maersk,TRK1130562468
6612,6820,2025-05-14,26181,13,7637,52,Air,Maersk,TRK7561420270
6613,6820,2025-05-16,26181,13,7637,33,FTL,DB Schenker,TRK6436591048
6614,6821,2025-09-15,3120,7,5253,440,Air,DB Schenker,TRK6428856488
6615,6822,2026-02-15,1923,21,8261,106,FTL,XPO,TRK4335363120
6616,6823,2024-10-18,42953,19,5176,219,LTL,DB Schenker,TRK8292515323
6617,6824,2026-03-05,33127,18,3523,441,FTL,DHL,TRK6613417283
6618,6825,2025-12-19,40998,19,4109,45,Air,Maersk,TRK4628960865
6619,6826,2027-02-03,31400,11,3005,272,Parcel,DB Schenker,TRK9717584654
6620,6827,2025-06-18,9944,25,2462,228,LTL,XPO,TRK1136768248
6621,6829,2024-12-24,43030,12,6162,639,LTL,FedEx,TRK5960628742
6622,6830,2025-03-18,651,19,5351,302,Air,UPS,TRK5375560929
6623,6830,2025-03-20,651,19,5351,429,FTL,DHL,TRK1661272389
6624,6831,2025-07-15,4170,3,8401,382,LTL,DHL,TRK7844422451
6625,6832,2026-10-26,25719,3,4351,396,Parcel,XPO,TRK4905455594
6626,6833,2024-12-24,24214,1,6303,623,Parcel,UPS,TRK4363674518
6627,6834,2025-09-02,7847,25,7920,521,Air,Maersk,TRK6010228234
6628,6836,2026-07-27,21220,24,608,481,FTL,XPO,TRK6404054923
6629,6838,2026-07-14,45586,23,4223,494,Air,UPS,TRK2603256340
6630,6839,2026-12-29,45158,9,8695,2,FTL,DHL,TRK9646191486
6631,6839,2026-12-31,45158,9,8695,27,Parcel,UPS,TRK5310449295
6632,6840,2025-01-14,47403,22,4462,395,FTL,DB Schenker,TRK8689914153
6633,6841,2025-04-19,38017,10,2773,435,Air,XPO,TRK6738208313
6634,6842,2025-09-25,28579,4,6214,370,FTL,DHL,TRK6295489761
6635,6843,2025-12-15,6996,34,6725,230,FTL,UPS,TRK5508314189
6636,6845,2026-09-02,44,24,5025,284,Air,DB Schenker,TRK3955655596
6637,6845,2026-09-04,44,24,5025,471,LTL,FedEx,TRK1106055058
6638,6846,2025-01-06,49910,28,971,558,FTL,FedEx,TRK9473040970
6639,6847,2024-10-29,23846,13,1315,327,Parcel,FedEx,TRK2669601802
6640,6849,2026-10-25,23151,5,775,178,FTL,DB Schenker,TRK9110512986
6641,6849,2026-10-27,23151,5,775,488,LTL,XPO,TRK2956369391
6642,6850,2026-09-27,9106,2,5468,234,FTL,Maersk,TRK7445657964
6643,6852,2026-05-28,22348,33,1876,269,Parcel,DB Schenker,TRK2157632355
6644,6853,2026-07-02,43295,5,6640,576,FTL,DB Schenker,TRK7615719115
6645,6854,2025-02-11,5729,34,4146,357,Air,UPS,TRK1621181771
6646,6855,2025-11-22,1899,35,705,264,FTL,FedEx,TRK5873776283
6647,6855,2025-11-24,1899,35,705,372,Air,Maersk,TRK9074551332
6648,6856,2025-08-22,13479,34,5771,78,FTL,DB Schenker,TRK3263485688
6649,6856,2025-08-24,13479,34,5771,62,Air,FedEx,TRK6185824262
6650,6857,2025-05-09,9212,19,2942,555,Parcel,UPS,TRK3925901712
6651,6858,2025-08-08,39692,9,8929,292,LTL,UPS,TRK4074391751
6652,6859,2026-08-05,39760,8,922,5,LTL,Maersk,TRK8101055064
6653,6860,2025-03-17,34483,6,2991,47,Parcel,XPO,TRK9732268450
6654,6860,2025-03-19,34483,6,2991,142,Parcel,DB Schenker,TRK3713085731
6655,6861,2026-08-03,39181,5,6446,56,Parcel,Maersk,TRK5071001629
6656,6861,2026-08-05,39181,5,6446,207,Parcel,XPO,TRK8452347561
6657,6863,2025-01-31,36698,33,2556,305,LTL,DB Schenker,TRK6945285337
6658,6864,2027-01-19,8688,18,6796,368,Parcel,FedEx,TRK7699024022
6659,6865,2024-12-25,27243,8,5547,188,FTL,DHL,TRK2744846430
6660,6865,2024-12-27,27243,8,5547,250,LTL,DB Schenker,TRK8982628092
6661,6866,2026-01-26,10341,13,8420,627,FTL,DB Schenker,TRK5800261324
6662,6869,2024-09-22,27862,2,390,93,FTL,UPS,TRK5780379010
6663,6869,2024-09-24,27862,2,390,62,Air,Maersk,TRK3980893837
6664,6870,2025-10-02,10280,26,8369,219,LTL,XPO,TRK3829629704
6665,6871,2026-01-16,5596,3,4794,656,Air,UPS,TRK8544946432
6666,6872,2027-01-13,28029,15,2068,170,FTL,XPO,TRK9632975404
6667,6873,2026-06-10,39852,19,5540,11,LTL,Maersk,TRK4577037047
6668,6874,2026-10-08,2602,19,7133,98,FTL,XPO,TRK1710866546
6669,6874,2026-10-10,2602,19,7133,470,Parcel,Maersk,TRK9576990478
6670,6875,2026-09-24,28966,23,1816,248,FTL,UPS,TRK6922740045
6671,6875,2026-09-26,28966,23,1816,353,LTL,DB Schenker,TRK8250390772
6672,6878,2026-08-25,39931,25,117,146,LTL,DHL,TRK7495034318
6673,6879,2024-11-08,27716,18,3539,29,FTL,UPS,TRK3236201164
6674,6879,2024-11-10,27716,18,3539,20,Air,Maersk,TRK1383400026
6675,6880,2026-01-10,6150,13,8486,173,LTL,DHL,TRK1174688270
6676,6881,2024-12-23,31364,26,4866,296,Air,Maersk,TRK1417278803
6677,6882,2025-09-09,8061,25,7831,31,LTL,FedEx,TRK3836308626
6678,6884,2024-10-05,49588,1,9979,142,Air,UPS,TRK2712536861
6679,6885,2024-10-11,5632,25,6396,182,LTL,DB Schenker,TRK8497395919
6680,6885,2024-10-13,5632,25,6396,340,LTL,XPO,TRK2345039499
6681,6886,2026-09-05,5619,26,5307,337,LTL,Maersk,TRK9115281447
6682,6887,2024-11-15,9270,2,6775,497,Air,XPO,TRK3516665436
6683,6888,2026-04-09,19565,12,4293,45,FTL,Maersk,TRK2142206436
6684,6889,2026-12-29,44452,35,3836,361,Air,FedEx,TRK8827483480
6685,6890,2024-11-14,66,32,2622,613,Parcel,XPO,TRK7178677790
6686,6891,2025-04-29,7932,6,6991,81,FTL,DB Schenker,TRK8378967550
6687,6891,2025-05-01,7932,6,6991,569,Parcel,Maersk,TRK2161009138
6688,6892,2026-12-04,7625,31,1965,676,Air,UPS,TRK8195102125
6689,6893,2026-06-15,3709,1,2483,32,Parcel,UPS,TRK4954435526
6690,6894,2026-07-14,37981,13,9968,200,Air,XPO,TRK9867772616
6691,6896,2026-09-05,8420,6,5233,344,FTL,Maersk,TRK8302011011
6692,6897,2026-11-07,11376,24,6750,103,FTL,Maersk,TRK6477915656
6693,6897,2026-11-09,11376,24,6750,654,FTL,DHL,TRK5356663742
6694,6899,2025-12-08,6082,17,4790,23,Air,XPO,TRK5733731830
6695,6900,2025-09-15,9616,7,9031,53,LTL,FedEx,TRK3646948444
6696,6901,2026-08-13,20105,25,492,410,Air,DB Schenker,TRK4632419954
6697,6902,2024-09-06,5672,35,9886,573,Air,DHL,TRK3554407520
6698,6903,2025-02-24,26928,1,8207,215,Parcel,DHL,TRK8515393415
6699,6903,2025-02-26,26928,1,8207,397,Parcel,DB Schenker,TRK3689167046
6700,6904,2026-05-08,44254,3,4210,177,FTL,FedEx,TRK3951961935
6701,6905,2026-05-02,39385,34,1686,510,Parcel,Maersk,TRK2624209413
6702,6906,2026-02-03,38477,25,4616,561,LTL,XPO,TRK4411172879
6703,6907,2025-04-11,33007,35,299,245,LTL,DHL,TRK7259803126
6704,6908,2025-05-07,6527,34,342,629,FTL,XPO,TRK2033655683
6705,6909,2026-10-17,7363,22,4693,153,Air,DHL,TRK6848247223
6706,6910,2025-03-27,2958,16,5383,165,Parcel,Maersk,TRK4634646114
6707,6910,2025-03-29,2958,16,5383,552,Parcel,DHL,TRK1921628046
6708,6911,2024-12-05,4793,3,2416,210,Air,Maersk,TRK5433477148
6709,6911,2024-12-07,4793,3,2416,99,Air,XPO,TRK2248926720
6710,6912,2025-12-17,8944,31,1895,499,FTL,XPO,TRK5257905707
6711,6913,2025-10-07,45840,34,9593,29,FTL,DHL,TRK3206879061
6712,6915,2025-04-08,2881,30,1641,155,LTL,XPO,TRK9454947854
6713,6915,2025-04-10,2881,30,1641,84,FTL,DB Schenker,TRK8224792211
6714,6916,2026-11-11,8753,27,8279,391,FTL,XPO,TRK2571858516
6715,6917,2026-03-12,13403,10,6763,589,Parcel,UPS,TRK7504892370
6716,6919,2024-09-01,4159,1,4790,352,LTL,Maersk,TRK6929198605
6717,6920,2025-02-04,825,12,3966,141,Air,Maersk,TRK3495954240
6718,6922,2027-01-16,4490,3,8799,536,LTL,DHL,TRK1973739718
6719,6923,2025-07-11,9630,7,9537,352,Air,FedEx,TRK8243040468
6720,6923,2025-07-13,9630,7,9537,385,Parcel,DB Schenker,TRK6783861576
6721,6924,2025-02-09,8820,6,3690,312,Parcel,XPO,TRK2233515312
6722,6925,2025-08-21,8459,16,3763,429,FTL,UPS,TRK7233261594
6723,6925,2025-08-23,8459,16,3763,258,FTL,Maersk,TRK5556221380
6724,6926,2025-06-06,48098,30,5421,396,Air,FedEx,TRK3235223773
6725,6927,2025-11-24,31114,35,9556,480,LTL,Maersk,TRK3079993019
