Material_Key,SAP_Material_Number,QAD_Material_Number,SAP_Planning_SKU,QAD_Planning_SKU,material_description,material_type,unit_of_measure,unit_of_measure_description,product_line,product_line_description,weight,application,sub_application,brand,brand_category,length_in,width_in,height_in,warranty_months,pallet_quantity,cost_usd,pallet_layer_qty,MCN
2167,386534562,Q597709,PLN-202167,QPLN-202167,TitanCore Controls Aerospace Avionics 02167,SFG,SET,Set,Controls,Controllers & power electronics,18.49,Aerospace,Avionics,TitanCore,Industrial,19,11,9,2,24,81.94,8,
2168,524003299,Q916287,PLN-202168,QPLN-202168,TitanCore Charging Energy Storage 02168,FG,FT,Feet,Charging,Chargers & accessories,12.08,Energy,Storage,TitanCore,Industrial,47,6,14,15,1,292.91,1,MCN1028
2169,861895734,Q957569,PLN-202169,QPLN-202169,EcoCell Sensing Energy Storage 02169,FG,LBS,Pounds,Sensing,Sensors & actuators,61.15,Energy,Storage,EcoCell,Value,34,20,10,26,2,209.93,2,MCN2517
2170,924988578,Q528663,PLN-202170,QPLN-202170,HarborVolt Wiring Marine Propulsion 02170,FG,SET,Set,Wiring,Harnesses & connectors,16.25,Marine,Propulsion,HarborVolt,Marine,12,16,14,17,36,336.7,9,MCN3457
2171,494324979,Q105399,PLN-202171,QPLN-202171,HarborVolt Charging Medical Devices 02171,RM,LBS,Pounds,Charging,Chargers & accessories,12.32,Medical,Devices,HarborVolt,Marine,26,12,9,16,4,43.23,4,
2172,563684868,Q995569,PLN-202172,QPLN-202172,VoltMax Energy Storage Medical Devices 02172,FG,LBS,Pounds,Energy Storage,Battery modules and packs,8.06,Medical,Devices,VoltMax,Premium,23,9,5,30,15,277.71,5,MCN1196
2173,620180919,Q627160,PLN-202173,QPLN-202173,VoltMax Thermal Medical Devices 02173,PKG,SET,Set,Thermal,Cooling systems & manifolds,18.31,Medical,Devices,VoltMax,Premium,24,1,8,0,144,11.04,48,
2174,317603454,Q393617,PLN-202174,QPLN-202174,MediPower Wiring Marine Propulsion 02174,FG,SET,Set,Wiring,Harnesses & connectors,11.07,Marine,Propulsion,MediPower,Medical,30,13,12,20,6,349.6,3,MCN2408
2175,542267121,Q920096,PLN-202175,QPLN-202175,TitanCore Controls Industrial Backup Power 02175,FG,KG,Kilogram,Controls,Controllers & power electronics,14.07,Industrial,Backup Power,TitanCore,Industrial,30,15,9,32,9,361.35,3,MCN3278
2176,557414125,Q428886,PLN-202176,QPLN-202176,HarborVolt Thermal Automotive ICE 02176,PKG,LBS,Pounds,Thermal,Cooling systems & manifolds,3.19,Automotive,ICE,HarborVolt,Marine,27,17,1,14,8,8.46,2,
2177,743924752,Q979224,PLN-202177,QPLN-202177,VoltMax Wiring Automotive ICE 02177,PKG,FT,Feet,Wiring,Harnesses & connectors,2.0,Automotive,ICE,VoltMax,Premium,20,12,1,20,8,9.62,8,
2178,624730952,Q923590,PLN-202178,QPLN-202178,VoltMax Thermal Energy Storage 02178,SFG,FT,Feet,Thermal,Cooling systems & manifolds,4.94,Energy,Storage,VoltMax,Premium,21,25,14,16,3,201.58,1,
2179,367922067,Q127808,PLN-202179,QPLN-202179,TitanCore Wiring Automotive ICE 02179,FG,KG,Kilogram,Wiring,Harnesses & connectors,0.13,Automotive,ICE,TitanCore,Industrial,8,14,1,16,30,199.78,15,MCN2093
2180,662096449,Q478971,PLN-202180,QPLN-202180,AeroLite Charging Aerospace Avionics 02180,SUBASSY,KG,Kilogram,Charging,Chargers & accessories,0.58,Aerospace,Avionics,AeroLite,Aerospace,1,31,9,8,40,107.13,40,
2181,150252156,Q244866,PLN-202181,QPLN-202181,TitanCore Enclosures Automotive ICE 02181,RM,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",5.62,Automotive,ICE,TitanCore,Industrial,10,14,5,17,48,11.27,12,
2182,205010525,Q679236,PLN-202182,QPLN-202182,HarborVolt Charging Medical Devices 02182,RM,LBS,Pounds,Charging,Chargers & accessories,45.92,Medical,Devices,HarborVolt,Marine,29,20,10,8,8,63.99,2,
2183,564010735,Q680373,PLN-202183,QPLN-202183,EcoCell Controls Aerospace Avionics 02183,RM,EA,Each,Controls,Controllers & power electronics,9.17,Aerospace,Avionics,EcoCell,Value,30,3,7,1,64,38.08,16,
2184,646122447,Q436026,PLN-202184,QPLN-202184,VoltMax Controls Aerospace Avionics 02184,FG,LBS,Pounds,Controls,Controllers & power electronics,17.16,Aerospace,Avionics,VoltMax,Premium,59,7,5,27,2,519.46,1,MCN1928
2185,152390368,Q566397,PLN-202185,QPLN-202185,TitanCore Sensing Industrial Backup Power 02185,FG,KG,Kilogram,Sensing,Sensors & actuators,9.71,Industrial,Backup Power,TitanCore,Industrial,14,21,12,28,16,404.51,4,MCN1062
2186,105819571,Q759695,PLN-202186,QPLN-202186,TitanCore Thermal Industrial Material Handling 02186,PKG,FT,Feet,Thermal,Cooling systems & manifolds,13.93,Industrial,Material Handling,TitanCore,Industrial,22,9,4,15,15,9.64,5,
2187,114608955,Q924332,PLN-202187,QPLN-202187,EcoCell Wiring Energy Storage 02187,PKG,EA,Each,Wiring,Harnesses & connectors,11.59,Energy,Storage,EcoCell,Value,35,7,6,8,18,4.57,6,
2188,252463496,Q438862,PLN-202188,QPLN-202188,HarborVolt Thermal Industrial Backup Power 02188,RM,FT,Feet,Thermal,Cooling systems & manifolds,18.16,Industrial,Backup Power,HarborVolt,Marine,16,20,20,15,16,70.79,4,
2189,458479498,Q892785,PLN-202189,QPLN-202189,VoltMax Charging Industrial Backup Power 02189,SFG,EA,Each,Charging,Chargers & accessories,15.71,Industrial,Backup Power,VoltMax,Premium,19,13,5,5,12,225.44,6,
2190,836270854,Q305774,PLN-202190,QPLN-202190,EcoCell Energy Storage Marine Propulsion 02190,PKG,FT,Feet,Energy Storage,Battery modules and packs,17.79,Marine,Propulsion,EcoCell,Value,36,7,1,9,6,4.52,6,
2191,931084197,Q231637,PLN-202191,QPLN-202191,EcoCell Enclosures Marine Propulsion 02191,FG,FT,Feet,Enclosures,"Cabinets, housings, brackets",21.3,Marine,Propulsion,EcoCell,Value,7,1,11,27,720,208.72,240,MCN1093
2192,694336423,Q381466,PLN-202192,QPLN-202192,HarborVolt Wiring Energy Storage 02192,SFG,LBS,Pounds,Wiring,Harnesses & connectors,72.0,Energy,Storage,HarborVolt,Marine,49,15,13,22,2,177.14,1,
2193,734472865,Q204533,PLN-202193,QPLN-202193,HarborVolt Enclosures Aerospace Avionics 02193,RM,FT,Feet,Enclosures,"Cabinets, housings, brackets",7.57,Aerospace,Avionics,HarborVolt,Marine,21,8,13,8,6,38.25,6,
2194,927914931,Q754060,PLN-202194,QPLN-202194,AeroLite Charging Medical Devices 02194,SFG,KG,Kilogram,Charging,Chargers & accessories,0.86,Medical,Devices,AeroLite,Aerospace,29,11,2,23,8,296.46,4,
2195,332473291,Q440263,PLN-202195,QPLN-202195,MediPower Enclosures Marine Propulsion 02195,SFG,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",32.01,Marine,Propulsion,MediPower,Medical,29,26,8,9,1,263.69,1,
2196,940679590,Q830156,PLN-202196,QPLN-202196,TitanCore Enclosures Energy Storage 02196,FG,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",24.7,Energy,Storage,TitanCore,Industrial,45,5,22,25,1,370.75,1,MCN3225
2197,993306735,Q958463,PLN-202197,QPLN-202197,AeroLite Enclosures Industrial Backup Power 02197,FG,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",8.89,Industrial,Backup Power,AeroLite,Aerospace,35,17,5,27,2,377.63,2,MCN2663
2198,447158687,Q718802,PLN-202198,QPLN-202198,MediPower Charging Industrial Backup Power 02198,SFG,LBS,Pounds,Charging,Chargers & accessories,0.69,Industrial,Backup Power,MediPower,Medical,15,1,13,12,384,235.5,96,
2199,790629706,Q781295,PLN-202199,QPLN-202199,TitanCore Energy Storage Energy Storage 02199,FG,LBS,Pounds,Energy Storage,Battery modules and packs,2.72,Energy,Storage,TitanCore,Industrial,10,9,8,19,40,224.52,20,MCN1259
2200,322586031,Q609011,PLN-202200,QPLN-202200,HarborVolt Energy Storage Medical Devices 02200,SFG,KG,Kilogram,Energy Storage,Battery modules and packs,30.07,Medical,Devices,HarborVolt,Marine,36,25,9,6,4,188.36,1,
2201,949342487,Q501110,PLN-202201,QPLN-202201,VoltMax Energy Storage Automotive EV/Hybrid 02201,FG,SET,Set,Energy Storage,Battery modules and packs,12.37,Automotive,EV/Hybrid,VoltMax,Premium,11,12,12,35,12,377.29,12,MCN1382
2202,383393380,Q981723,PLN-202202,QPLN-202202,AeroLite Thermal Aerospace Avionics 02202,FG,FT,Feet,Thermal,Cooling systems & manifolds,8.73,Aerospace,Avionics,AeroLite,Aerospace,26,14,12,30,6,634.3,3,MCN1128
2203,711326628,Q348788,PLN-202203,QPLN-202203,HarborVolt Controls Industrial Backup Power 02203,FG,KG,Kilogram,Controls,Controllers & power electronics,9.28,Industrial,Backup Power,HarborVolt,Marine,20,26,5,19,2,261.03,2,MCN1366
2204,934999626,Q948325,PLN-202204,QPLN-202204,MediPower Energy Storage Automotive EV/Hybrid 02204,RM,LBS,Pounds,Energy Storage,Battery modules and packs,30.8,Automotive,EV/Hybrid,MediPower,Medical,41,7,15,10,2,56.9,1,
2205,901523346,Q318487,PLN-202205,QPLN-202205,VoltMax Sensing Aerospace Avionics 02205,SUBASSY,LBS,Pounds,Sensing,Sensors & actuators,63.97,Aerospace,Avionics,VoltMax,Premium,28,17,16,10,6,84.26,2,
2206,169267257,Q209873,PLN-202206,QPLN-202206,TitanCore Energy Storage Industrial Backup Power 02206,SFG,LBS,Pounds,Energy Storage,Battery modules and packs,0.77,Industrial,Backup Power,TitanCore,Industrial,1,24,5,13,320,181.82,80,
2207,975112846,Q916509,PLN-202207,QPLN-202207,AeroLite Charging Automotive EV/Hybrid 02207,RM,SET,Set,Charging,Chargers & accessories,15.28,Automotive,EV/Hybrid,AeroLite,Aerospace,17,18,16,16,16,81.76,4,
2208,323198396,Q384991,PLN-202208,QPLN-202208,TitanCore Wiring Aerospace Avionics 02208,FG,KG,Kilogram,Wiring,Harnesses & connectors,7.31,Aerospace,Avionics,TitanCore,Industrial,10,25,11,29,16,302.84,4,MCN2056
2209,457180365,Q272377,PLN-202209,QPLN-202209,VoltMax Wiring Automotive EV/Hybrid 02209,FG,SET,Set,Wiring,Harnesses & connectors,27.15,Automotive,EV/Hybrid,VoltMax,Premium,20,23,13,16,16,351.71,4,MCN2851
2210,990823412,Q384528,PLN-202210,QPLN-202210,AeroLite Enclosures Industrial Backup Power 02210,FG,FT,Feet,Enclosures,"Cabinets, housings, brackets",8.91,Industrial,Backup Power,AeroLite,Aerospace,24,21,4,36,6,308.73,2,MCN2734
2211,874937881,Q982515,PLN-202211,QPLN-202211,MediPower Enclosures Energy Storage 02211,FG,EA,Each,Enclosures,"Cabinets, housings, brackets",14.73,Energy,Storage,MediPower,Medical,3,1,12,25,1872,190.54,624,MCN2310
2212,755591563,Q625369,PLN-202212,QPLN-202212,VoltMax Wiring Marine Propulsion 02212,RM,KG,Kilogram,Wiring,Harnesses & connectors,7.91,Marine,Propulsion,VoltMax,Premium,6,20,14,10,36,61.56,12,
2213,852737972,Q237910,PLN-202213,QPLN-202213,AeroLite Thermal Aerospace Avionics 02213,SUBASSY,KG,Kilogram,Thermal,Cooling systems & manifolds,0.05,Aerospace,Avionics,AeroLite,Aerospace,2,7,1,10,360,125.26,120,
2214,657424245,Q200101,PLN-202214,QPLN-202214,TitanCore Thermal Automotive EV/Hybrid 02214,RM,KG,Kilogram,Thermal,Cooling systems & manifolds,21.48,Automotive,EV/Hybrid,TitanCore,Industrial,50,21,9,10,4,72.58,1,
2215,553397688,Q465527,PLN-202215,QPLN-202215,AeroLite Wiring Medical Devices 02215,FG,SET,Set,Wiring,Harnesses & connectors,10.26,Medical,Devices,AeroLite,Aerospace,24,23,23,21,4,501.74,2,MCN1872
2216,505384861,Q766685,PLN-202216,QPLN-202216,AeroLite Enclosures Automotive EV/Hybrid 02216,FG,SET,Set,Enclosures,"Cabinets, housings, brackets",0.1,Automotive,EV/Hybrid,AeroLite,Aerospace,32,21,1,27,8,568.87,2,MCN3299
2217,162888770,Q620143,PLN-202217,QPLN-202217,HarborVolt Thermal Aerospace Avionics 02217,RM,EA,Each,Thermal,Cooling systems & manifolds,16.02,Aerospace,Avionics,HarborVolt,Marine,55,11,14,4,1,31.78,1,
2218,716309744,Q965283,PLN-202218,QPLN-202218,HarborVolt Wiring Medical Devices 02218,FG,FT,Feet,Wiring,Harnesses & connectors,0.1,Medical,Devices,HarborVolt,Marine,28,26,15,28,3,472.85,1,MCN1271
2219,951281308,Q645389,PLN-202219,QPLN-202219,TitanCore Wiring Aerospace Avionics 02219,SFG,FT,Feet,Wiring,Harnesses & connectors,11.47,Aerospace,Avionics,TitanCore,Industrial,28,20,1,5,8,144.03,2,
2220,444917677,Q310400,PLN-202220,QPLN-202220,AeroLite Wiring Automotive ICE 02220,RM,LBS,Pounds,Wiring,Harnesses & connectors,5.34,Automotive,ICE,AeroLite,Aerospace,8,7,11,16,60,104.83,30,
2221,206117596,Q200661,PLN-202221,QPLN-202221,HarborVolt Wiring Industrial Material Handling 02221,FG,EA,Each,Wiring,Harnesses & connectors,25.7,Industrial,Material Handling,HarborVolt,Marine,18,18,8,19,12,322.75,4,MCN1595
2222,200684692,Q352648,PLN-202222,QPLN-202222,TitanCore Wiring Aerospace Avionics 02222,FG,LBS,Pounds,Wiring,Harnesses & connectors,0.98,Aerospace,Avionics,TitanCore,Industrial,12,26,1,30,6,325.83,3,MCN2141
2223,741372945,Q341097,PLN-202223,QPLN-202223,VoltMax Enclosures Marine Propulsion 02223,FG,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",3.84,Marine,Propulsion,VoltMax,Premium,27,6,11,15,16,436.63,8,MCN1250
2224,546836717,Q357970,PLN-202224,QPLN-202224,VoltMax Enclosures Automotive ICE 02224,FG,FT,Feet,Enclosures,"Cabinets, housings, brackets",6.68,Automotive,ICE,VoltMax,Premium,39,22,11,14,8,247.58,2,MCN2774
2225,915086510,Q276778,PLN-202225,QPLN-202225,EcoCell Wiring Automotive EV/Hybrid 02225,RM,EA,Each,Wiring,Harnesses & connectors,7.76,Automotive,EV/Hybrid,EcoCell,Value,28,9,11,7,20,14.33,5,
2226,363606662,Q974298,PLN-202226,QPLN-202226,AeroLite Enclosures Automotive ICE 02226,FG,LBS,Pounds,Enclosures,"Cabinets, housings, brackets",7.19,Automotive,ICE,AeroLite,Aerospace,11,12,8,18,12,511.73,12,MCN1042
2227,737213120,Q519784,PLN-202227,QPLN-202227,MediPower Thermal Industrial Backup Power 02227,SFG,LBS,Pounds,Thermal,Cooling systems & manifolds,42.71,Industrial,Backup Power,MediPower,Medical,18,26,20,17,2,360.57,2,
2228,337757215,Q353370,PLN-202228,QPLN-202228,MediPower Thermal Industrial Backup Power 02228,RM,FT,Feet,Thermal,Cooling systems & manifolds,2.6,Industrial,Backup Power,MediPower,Medical,33,17,11,11,6,95.48,2,
2229,175686815,Q620947,PLN-202229,QPLN-202229,VoltMax Enclosures Industrial Material Handling 02229,SUBASSY,EA,Each,Enclosures,"Cabinets, housings, brackets",17.57,Industrial,Material Handling,VoltMax,Premium,5,16,9,16,48,138.12,24,
2230,174002213,Q738715,PLN-202230,QPLN-202230,HarborVolt Enclosures Automotive EV/Hybrid 02230,FG,EA,Each,Enclosures,"Cabinets, housings, brackets",18.38,Automotive,EV/Hybrid,HarborVolt,Marine,55,11,10,18,3,294.38,1,MCN2209
2231,921923422,Q478132,PLN-202231,QPLN-202231,AeroLite Controls Energy Storage 02231,PKG,EA,Each,Controls,Controllers & power electronics,0.1,Energy,Storage,AeroLite,Aerospace,26,18,10,23,4,7.17,2,
2232,737376227,Q896374,PLN-202232,QPLN-202232,AeroLite Controls Medical Devices 02232,FG,KG,Kilogram,Controls,Controllers & power electronics,4.91,Medical,Devices,AeroLite,Aerospace,27,8,5,16,18,424.65,6,MCN3055
2233,213734908,Q849507,PLN-202233,QPLN-202233,AeroLite Charging Energy Storage 02233,RM,LBS,Pounds,Charging,Chargers & accessories,18.16,Energy,Storage,AeroLite,Aerospace,39,5,10,11,9,90.77,9,
2234,249305745,Q494443,PLN-202234,QPLN-202234,EcoCell Energy Storage Automotive ICE 02234,RM,KG,Kilogram,Energy Storage,Battery modules and packs,28.12,Automotive,ICE,EcoCell,Value,48,17,11,9,1,38.12,1,
2235,689591131,Q796146,PLN-202235,QPLN-202235,HarborVolt Thermal Marine Propulsion 02235,FG,FT,Feet,Thermal,Cooling systems & manifolds,13.63,Marine,Propulsion,HarborVolt,Marine,28,13,5,14,3,277.16,3,MCN3185
2236,570014094,Q811188,PLN-202236,QPLN-202236,AeroLite Charging Automotive EV/Hybrid 02236,FG,LBS,Pounds,Charging,Chargers & accessories,3.87,Automotive,EV/Hybrid,AeroLite,Aerospace,15,15,2,28,12,331.67,6,MCN2099
2237,989980284,Q452559,PLN-202237,QPLN-202237,MediPower Wiring Medical Devices 02237,FG,FT,Feet,Wiring,Harnesses & connectors,16.45,Medical,Devices,MediPower,Medical,44,13,1,19,2,443.96,1,MCN1603
2238,543570393,Q536949,PLN-202238,QPLN-202238,EcoCell Sensing Marine Propulsion 02238,SFG,SET,Set,Sensing,Sensors & actuators,17.76,Marine,Propulsion,EcoCell,Value,15,13,13,14,24,125.73,6,
2239,544091162,Q905972,PLN-202239,QPLN-202239,HarborVolt Charging Automotive EV/Hybrid 02239,FG,FT,Feet,Charging,Chargers & accessories,13.64,Automotive,EV/Hybrid,HarborVolt,Marine,28,4,8,27,24,334.48,12,MCN1182
2240,871310269,Q195626,PLN-202240,QPLN-202240,HarborVolt Charging Automotive ICE 02240,FG,FT,Feet,Charging,Chargers & accessories,17.79,Automotive,ICE,HarborVolt,Marine,8,21,12,17,20,390.9,10,MCN3302
2241,560957657,Q714896,PLN-202241,QPLN-202241,MediPower Wiring Energy Storage 02241,RM,KG,Kilogram,Wiring,Harnesses & connectors,0.85,Energy,Storage,MediPower,Medical,27,17,1,11,8,74.45,2,
2242,446588014,Q540509,PLN-202242,QPLN-202242,HarborVolt Charging Aerospace Avionics 02242,RM,SET,Set,Charging,Chargers & accessories,8.71,Aerospace,Avionics,HarborVolt,Marine,27,5,17,12,9,59.05,9,
2243,996158670,Q424582,PLN-202243,QPLN-202243,AeroLite Energy Storage Automotive ICE 02243,RM,KG,Kilogram,Energy Storage,Battery modules and packs,0.11,Automotive,ICE,AeroLite,Aerospace,24,1,1,7,144,49.91,48,
2244,225684667,Q167868,PLN-202244,QPLN-202244,EcoCell Charging Automotive EV/Hybrid 02244,FG,EA,Each,Charging,Chargers & accessories,22.61,Automotive,EV/Hybrid,EcoCell,Value,3,5,7,25,351,219.53,117,MCN3241
2245,300183463,Q283739,PLN-202245,QPLN-202245,AeroLite Controls Automotive ICE 02245,FG,FT,Feet,Controls,Controllers & power electronics,15.09,Automotive,ICE,AeroLite,Aerospace,33,14,1,19,9,224.47,3,MCN3176
2246,664934403,Q887269,PLN-202246,QPLN-202246,AeroLite Enclosures Automotive ICE 02246,RM,FT,Feet,Enclosures,"Cabinets, housings, brackets",1.24,Automotive,ICE,AeroLite,Aerospace,32,16,7,16,9,120.01,3,
2247,298484358,Q458619,PLN-202247,QPLN-202247,AeroLite Wiring Marine Propulsion 02247,RM,EA,Each,Wiring,Harnesses & connectors,9.41,Marine,Propulsion,AeroLite,Aerospace,26,13,3,7,9,73.08,3,
2248,836631714,Q313252,PLN-202248,QPLN-202248,AeroLite Controls Industrial Material Handling 02248,RM,FT,Feet,Controls,Controllers & power electronics,27.03,Industrial,Material Handling,AeroLite,Aerospace,27,22,7,18,4,95.69,2,
2249,731769901,Q247065,PLN-202249,QPLN-202249,VoltMax Energy Storage Industrial Backup Power 02249,FG,SET,Set,Energy Storage,Battery modules and packs,18.78,Industrial,Backup Power,VoltMax,Premium,40,14,12,29,12,306.79,3,MCN1713
2250,173829823,Q432155,PLN-202250,QPLN-202250,AeroLite Energy Storage Automotive ICE 02250,SFG,LBS,Pounds,Energy Storage,Battery modules and packs,0.27,Automotive,ICE,AeroLite,Aerospace,1,16,7,13,360,255.78,120,
2251,257712769,Q712016,PLN-202251,QPLN-202251,VoltMax Wiring Aerospace Avionics 02251,FG,EA,Each,Wiring,Harnesses & connectors,5.34,Aerospace,Avionics,VoltMax,Premium,10,4,3,27,48,402.42,48,MCN2822
2252,256542490,Q542438,PLN-202252,QPLN-202252,AeroLite Wiring Marine Propulsion 02252,FG,SET,Set,Wiring,Harnesses & connectors,19.73,Marine,Propulsion,AeroLite,Aerospace,5,10,13,27,96,290.08,32,MCN1848
2253,623965344,Q186571,PLN-202253,QPLN-202253,AeroLite Wiring Automotive ICE 02253,PKG,SET,Set,Wiring,Harnesses & connectors,11.57,Automotive,ICE,AeroLite,Aerospace,19,7,13,8,24,10.89,12,
2254,253892523,Q280559,PLN-202254,QPLN-202254,VoltMax Controls Aerospace Avionics 02254,SFG,LBS,Pounds,Controls,Controllers & power electronics,22.51,Aerospace,Avionics,VoltMax,Premium,32,14,12,17,12,334.35,3,
2255,544039169,Q957306,PLN-202255,QPLN-202255,AeroLite Controls Industrial Backup Power 02255,RM,SET,Set,Controls,Controllers & power electronics,21.53,Industrial,Backup Power,AeroLite,Aerospace,23,26,21,12,4,35.91,1,
2256,330950121,Q433375,PLN-202256,QPLN-202256,TitanCore Enclosures Industrial Backup Power 02256,SUBASSY,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",8.89,Industrial,Backup Power,TitanCore,Industrial,33,7,17,2,24,92.02,6,
2257,415791187,Q956714,PLN-202257,QPLN-202257,VoltMax Energy Storage Industrial Material Handling 02257,SFG,KG,Kilogram,Energy Storage,Battery modules and packs,10.1,Industrial,Material Handling,VoltMax,Premium,46,17,7,4,1,218.26,1,
2258,171780880,Q972108,PLN-202258,QPLN-202258,VoltMax Controls Industrial Backup Power 02258,FG,SET,Set,Controls,Controllers & power electronics,21.45,Industrial,Backup Power,VoltMax,Premium,48,17,1,22,3,566.36,1,MCN2772
2259,869778118,Q483725,PLN-202259,QPLN-202259,MediPower Sensing Energy Storage 02259,PKG,SET,Set,Sensing,Sensors & actuators,7.61,Energy,Storage,MediPower,Medical,5,6,1,8,64,9.2,64,
2260,606005154,Q782430,PLN-202260,QPLN-202260,VoltMax Sensing Automotive EV/Hybrid 02260,FG,SET,Set,Sensing,Sensors & actuators,0.1,Automotive,EV/Hybrid,VoltMax,Premium,20,20,15,26,16,335.94,4,MCN2914
2261,953267945,Q874511,PLN-202261,QPLN-202261,TitanCore Energy Storage Automotive EV/Hybrid 02261,SUBASSY,KG,Kilogram,Energy Storage,Battery modules and packs,9.94,Automotive,EV/Hybrid,TitanCore,Industrial,11,35,6,13,6,113.77,3,
2262,128126351,Q951643,PLN-202262,QPLN-202262,MediPower Enclosures Aerospace Avionics 02262,PKG,KG,Kilogram,Enclosures,"Cabinets, housings, brackets",1.96,Aerospace,Avionics,MediPower,Medical,2,18,14,11,80,9.88,40,
2263,686466224,Q177061,PLN-202263,QPLN-202263,MediPower Sensing Industrial Material Handling 02263,FG,FT,Feet,Sensing,Sensors & actuators,11.72,Industrial,Material Handling,MediPower,Medical,46,19,13,27,3,392.51,1,MCN2765
2264,881871909,Q522431,PLN-202264,QPLN-202264,TitanCore Sensing Medical Devices 02264,SFG,KG,Kilogram,Sensing,Sensors & actuators,17.78,Medical,Devices,TitanCore,Industrial,31,11,12,12,4,169.87,4,
2265,520614795,Q399014,PLN-202265,QPLN-202265,TitanCore Enclosures Marine Propulsion 02265,FG,FT,Feet,Enclosures,"Cabinets, housings, brackets",20.59,Marine,Propulsion,TitanCore,Industrial,9,17,11,18,32,294.43,8,MCN2842
2266,607664430,Q235786,PLN-202266,QPLN-202266,VoltMax Thermal Aerospace Avionics 02266,RM,KG,Kilogram,Thermal,Cooling systems & manifolds,1.72,Aerospace,Avionics,VoltMax,Premium,4,27,6,16,30,129.01,10,
2267,856297525,Q178450,PLN-202267,QPLN-202267,MediPower Charging Automotive ICE 02267,FG,SET,Set,Charging,Chargers & accessories,15.11,Automotive,ICE,MediPower,Medical,41,12,8,28,2,397.73,1,MCN3455
